CaseID,Activity,Timestamp,Resource,Cost
PO-1194,Send to Vendor,2024-01-14 23:43:29,System,128
PO-1194,Receive Goods,2024-01-22 23:44:01,Warehouse,166
PO-1194,Receive Invoice,2024-01-25 12:22:30,AP Clerk 2,130
PO-1194,Pay,2024-02-07 10:18:05,AP Clerk 2,113
PO-1195,Create PO,2024-02-19 22:10:22,Buyer B,180
PO-1195,Approve,2024-02-20 11:34:35,Manager Y,25
PO-1195,Send to Vendor,2024-02-20 18:14:09,System,197
PO-1195,Receive Goods,2024-02-24 19:59:34,Warehouse,162
PO-1195,Receive Invoice,2024-02-26 21:05:15,AP Clerk 1,113
PO-1195,Pay,2024-03-06 00:51:47,AP Clerk 1,73
PO-1196,Create PO,2024-03-18 11:28:53,Buyer A,182
PO-1196,Approve,2024-03-19 15:42:21,Manager X,129
PO-1196,Reject,2024-03-19 17:04:30,Manager Y,130
PO-1196,Revise,2024-03-20 02:18:11,Buyer B,123
PO-1196,Approve,2024-03-20 06:11:22,Manager Y,116
PO-1196,Send to Vendor,2024-03-20 08:40:47,System,192
PO-1196,Receive Goods,2024-03-24 20:59:35,Warehouse,176
PO-1196,Receive Invoice,2024-03-28 00:44:49,AP Clerk 2,139
PO-1196,Pay,2024-04-03 16:25:08,AP Clerk 1,93
PO-1197,Create PO,2024-02-06 10:20:45,Buyer B,58
PO-1197,Approve,2024-02-07 00:49:32,Manager X,73
PO-1197,Send to Vendor,2024-02-07 06:09:45,System,135
PO-1197,Receive Goods,2024-02-13 05:06:40,Warehouse,98
PO-1197,Receive Invoice,2024-02-16 11:56:38,AP Clerk 1,117
PO-1197,Pay,2024-02-19 20:43:06,AP Clerk 1,144
PO-1198,Create PO,2024-01-03 22:47:00,Buyer C,77
PO-1198,Approve,2024-01-04 09:02:38,Manager Y,197
PO-1198,Send to Vendor,2024-01-04 12:40:56,System,129
PO-1198,Receive Goods,2024-01-10 14:12:24,Warehouse,156
PO-1198,Receive Invoice,2024-01-14 08:51:42,AP Clerk 1,101
PO-1198,Pay,2024-01-21 10:33:49,AP Clerk 2,139
PO-1199,Create PO,2024-01-05 07:27:23,Buyer B,114
PO-1199,Approve,2024-01-06 07:14:20,Manager Y,19
PO-1199,Reject,2024-01-06 14:23:09,Manager Y,96
PO-1199,Revise,2024-01-08 05:01:14,Buyer A,142
PO-1199,Approve,2024-01-08 14:50:03,Manager Y,172
PO-1199,Send to Vendor,2024-01-08 17:23:52,System,29
PO-1199,Receive Goods,2024-01-14 22:17:53,Warehouse,139
PO-1199,Receive Invoice,2024-01-18 14:44:23,AP Clerk 2,43
PO-1199,Pay,2024-01-27 02:00:04,AP Clerk 1,22
PO-1200,Create PO,2024-02-21 16:27:30,Buyer C,80
PO-1200,Approve,2024-02-22 03:47:17,Manager Y,194
PO-1200,Send to Vendor,2024-02-22 04:59:32,System,101
PO-1200,Receive Goods,2024-02-27 15:05:03,Warehouse,186
PO-1200,Receive Invoice,2024-03-01 07:10:18,AP Clerk 1,33
PO-1200,Pay,2024-03-13 20:25:23,AP Clerk 2,160
PO-1201,Create PO,2024-02-11 05:30:58,Buyer B,173
PO-1201,Approve,2024-02-11 13:17:32,Manager Y,91
PO-1201,Send to Vendor,2024-02-11 16:13:20,System,196
PO-1201,Receive Goods,2024-02-17 18:10:42,Warehouse,193
PO-1201,Receive Invoice,2024-02-21 11:05:55,AP Clerk 2,60
PO-1201,Pay,2024-02-26 16:15:54,AP Clerk 2,67
PO-1202,Create PO,2024-02-12 20:43:50,Buyer C,124
PO-1202,Approve,2024-02-13 22:46:34,Manager X,118
PO-1202,Send to Vendor,2024-02-13 23:56:28,System,37
PO-1202,Cancel,2024-02-17 12:10:40,Buyer A,99
PO-1203,Create PO,2024-02-02 20:20:31,Buyer B,196
PO-1203,Approve,2024-02-03 04:13:52,Manager X,61
PO-1203,Send to Vendor,2024-02-03 07:58:21,System,61
PO-1203,Cancel,2024-02-06 10:57:07,Manager X,95
PO-1204,Create PO,2024-03-28 05:19:57,Buyer C,81
PO-1204,Approve,2024-03-28 20:26:27,Manager Y,171
PO-1204,Send to Vendor,2024-03-29 03:20:33,System,114
PO-1204,Receive Goods,2024-04-02 01:42:23,Warehouse,113
PO-1204,Receive Invoice,2024-04-03 15:45:16,AP Clerk 2,118
PO-1204,Pay,2024-04-10 09:42:49,AP Clerk 1,105
PO-1205,Create PO,2024-02-18 13:30:19,Buyer A,74
PO-1205,Send to Vendor,2024-02-18 15:35:35,System,56
PO-1205,Receive Goods,2024-02-28 00:43:03,Warehouse,37
PO-1205,Receive Invoice,2024-02-29 08:51:07,AP Clerk 1,141
PO-1205,Pay,2024-03-01 14:41:33,AP Clerk 1,32
PO-1206,Create PO,2024-03-31 07:16:44,Buyer B,117
PO-1206,Approve,2024-03-31 18:51:03,Manager Y,93
PO-1206,Reject,2024-03-31 23:53:16,Manager X,161
PO-1206,Revise,2024-04-02 07:14:09,Buyer C,94
PO-1206,Approve,2024-04-02 15:35:11,Manager Y,112
PO-1206,Send to Vendor,2024-04-02 17:05:14,System,80
PO-1206,Receive Goods,2024-04-07 02:00:49,Warehouse,46
PO-1206,Receive Invoice,2024-04-09 15:07:13,AP Clerk 1,155
PO-1206,Pay,2024-04-18 15:14:23,AP Clerk 1,134
PO-1207,Create PO,2024-02-04 02:01:31,Buyer B,128
PO-1207,Approve,2024-02-04 08:38:31,Manager X,168
PO-1207,Send to Vendor,2024-02-04 14:58:21,System,121
PO-1207,Receive Goods,2024-02-08 20:23:27,Warehouse,46
PO-1207,Receive Invoice,2024-02-09 21:18:14,AP Clerk 1,53
PO-1207,Pay,2024-02-16 19:49:21,AP Clerk 2,50
PO-1208,Create PO,2024-02-23 07:59:07,Buyer A,96
PO-1208,Approve,2024-02-23 19:58:36,Manager X,39
PO-1208,Reject,2024-02-23 21:49:39,Manager X,70
PO-1208,Revise,2024-02-25 08:31:08,Buyer C,165
PO-1208,Approve,2024-02-25 23:09:52,Manager Y,82
PO-1208,Send to Vendor,2024-02-26 05:00:43,System,144
PO-1208,Receive Goods,2024-03-06 04:42:46,Warehouse,59
PO-1208,Receive Invoice,2024-03-06 16:59:18,AP Clerk 1,16
PO-1208,Pay,2024-03-19 18:26:30,AP Clerk 2,179
PO-1209,Create PO,2024-02-17 02:09:35,Buyer A,139
PO-1209,Approve,2024-02-18 06:05:31,Manager Y,74
PO-1209,Reject,2024-02-18 13:29:02,Manager X,95
PO-1209,Revise,2024-02-20 04:01:53,Buyer A,46
PO-1209,Approve,2024-02-20 14:54:41,Manager Y,92
PO-1209,Send to Vendor,2024-02-20 19:36:21,System,166
PO-1209,Receive Goods,2024-02-24 06:03:55,Warehouse,66
PO-1209,Receive Invoice,2024-02-27 09:50:45,AP Clerk 1,162
PO-1209,Pay,2024-03-10 16:46:27,AP Clerk 1,155
PO-1210,Create PO,2024-02-25 07:03:14,Buyer A,200
PO-1210,Approve,2024-02-26 09:56:23,Manager Y,116
PO-1210,Send to Vendor,2024-02-26 16:26:03,System,95
PO-1210,Receive Invoice,2024-03-02 19:20:29,AP Clerk 1,81
PO-1210,Receive Goods,2024-03-06 17:20:31,Warehouse,69
PO-1210,Pay,2024-03-10 19:17:53,AP Clerk 1,175
PO-1211,Create PO,2024-03-21 22:11:39,Buyer C,196
PO-1211,Approve,2024-03-22 06:46:34,Manager X,166
PO-1211,Reject,2024-03-22 15:00:20,Manager Y,32
PO-1211,Revise,2024-03-24 10:16:28,Buyer B,95
PO-1211,Approve,2024-03-24 19:31:53,Manager X,42
PO-1211,Send to Vendor,2024-03-25 00:34:51,System,123
PO-1211,Receive Goods,2024-04-03 10:40:23,Warehouse,56
PO-1211,Receive Invoice,2024-04-04 17:20:43,AP Clerk 1,167
PO-1211,Pay,2024-04-19 06:10:46,AP Clerk 1,165
PO-1212,Create PO,2024-03-17 00:36:24,Buyer A,94
PO-1212,Approve,2024-03-17 11:48:34,Manager X,183
PO-1212,Send to Vendor,2024-03-17 19:13:20,System,172
PO-1212,Receive Goods,2024-03-21 14:47:16,Warehouse,133
PO-1212,Receive Invoice,2024-03-23 19:36:30,AP Clerk 2,141
PO-1212,Pay,2024-03-29 16:11:22,AP Clerk 1,189
PO-1213,Create PO,2024-02-03 09:26:54,Buyer C,91
PO-1213,Approve,2024-02-03 21:16:33,Manager X,156
PO-1213,Send to Vendor,2024-02-04 03:07:55,System,135
PO-1213,Receive Goods,2024-02-08 16:27:34,Warehouse,38
PO-1213,Receive Invoice,2024-02-11 08:31:24,AP Clerk 1,163
PO-1213,Pay,2024-02-18 18:04:43,AP Clerk 1,158
PO-1214,Create PO,2024-03-10 17:11:47,Buyer C,95
PO-1214,Approve,2024-03-11 15:43:01,Manager Y,167
PO-1214,Send to Vendor,2024-03-11 17:07:46,System,96
PO-1214,Receive Goods,2024-03-17 04:34:19,Warehouse,134
PO-1214,Receive Invoice,2024-03-20 04:48:55,AP Clerk 1,81
PO-1214,Pay,2024-04-03 10:00:14,AP Clerk 1,20
PO-1215,Create PO,2024-03-11 21:55:30,Buyer B,163
PO-1215,Approve,2024-03-12 10:40:12,Manager Y,86
PO-1215,Reject,2024-03-12 13:09:51,Manager Y,41
PO-1215,Revise,2024-03-14 07:51:54,Buyer B,34
PO-1215,Approve,2024-03-14 16:58:29,Manager Y,120
PO-1215,Send to Vendor,2024-03-14 22:33:58,System,148
PO-1215,Receive Goods,2024-03-21 03:30:26,Warehouse,99
PO-1215,Receive Invoice,2024-03-24 22:04:27,AP Clerk 1,112
PO-1215,Pay,2024-03-31 20:23:02,AP Clerk 1,131
PO-1216,Create PO,2024-02-29 01:56:44,Buyer B,162
PO-1216,Approve,2024-02-29 19:18:25,Manager X,47
PO-1216,Send to Vendor,2024-02-29 23:42:37,System,52
PO-1216,Receive Goods,2024-03-05 19:43:20,Warehouse,138
PO-1216,Receive Invoice,2024-03-08 00:51:26,AP Clerk 1,165
PO-1216,Pay,2024-03-15 03:25:14,AP Clerk 1,116
PO-1217,Create PO,2024-02-18 07:20:21,Buyer B,167
PO-1217,Approve,2024-02-19 03:53:15,Manager Y,23
PO-1217,Send to Vendor,2024-02-19 06:33:24,System,142
PO-1217,Receive Goods,2024-02-26 18:39:06,Warehouse,127
PO-1217,Receive Invoice,2024-02-28 02:26:30,AP Clerk 2,121
PO-1217,Pay,2024-03-02 21:28:51,AP Clerk 1,188
PO-1218,Create PO,2024-02-16 11:37:45,Buyer B,65
PO-1218,Approve,2024-02-17 08:08:09,Manager X,83
PO-1218,Send to Vendor,2024-02-17 12:51:28,System,91
PO-1218,Receive Invoice,2024-02-22 07:52:15,AP Clerk 1,152
PO-1218,Receive Goods,2024-02-26 15:44:57,Warehouse,197
PO-1218,Pay,2024-03-09 09:08:40,AP Clerk 2,88
PO-1219,Create PO,2024-01-06 22:39:42,Buyer C,115
PO-1219,Approve,2024-01-07 02:32:01,Manager X,123
PO-1219,Reject,2024-01-07 05:41:04,Manager Y,37
PO-1219,Revise,2024-01-08 21:50:29,Buyer B,146
PO-1219,Approve,2024-01-09 06:41:54,Manager Y,192
PO-1219,Send to Vendor,2024-01-09 12:20:44,System,95
PO-1219,Receive Goods,2024-01-16 13:40:09,Warehouse,165
PO-1219,Receive Invoice,2024-01-19 04:53:34,AP Clerk 2,119
PO-1219,Pay,2024-02-03 03:11:12,AP Clerk 2,45
PO-1220,Create PO,2024-03-06 23:32:34,Buyer C,198
PO-1220,Approve,2024-03-07 05:38:16,Manager Y,98
PO-1220,Send to Vendor,2024-03-07 08:09:48,System,149
PO-1220,Receive Goods,2024-03-16 04:39:34,Warehouse,112
PO-1220,Receive Invoice,2024-03-16 18:41:31,AP Clerk 2,190
PO-1220,Pay,2024-03-29 17:52:25,AP Clerk 2,81
PO-1221,Create PO,2024-01-05 00:29:18,Buyer A,177
PO-1221,Approve,2024-01-05 07:03:23,Manager Y,98
PO-1221,Send to Vendor,2024-01-05 13:18:51,System,58
PO-1221,Receive Goods,2024-01-12 05:12:01,Warehouse,198
PO-1221,Receive Invoice,2024-01-14 06:36:22,AP Clerk 1,42
PO-1221,Pay,2024-01-24 18:35:28,AP Clerk 2,191
PO-1222,Create PO,2024-02-24 04:10:58,Buyer A,92
PO-1222,Approve,2024-02-25 03:55:16,Manager Y,141
PO-1222,Reject,2024-02-25 05:21:52,Manager X,121
PO-1222,Revise,2024-02-25 17:45:35,Buyer C,57
PO-1222,Approve,2024-02-26 01:50:17,Manager Y,40
PO-1222,Send to Vendor,2024-02-26 08:04:09,System,113
PO-1222,Receive Goods,2024-03-06 17:55:57,Warehouse,59
PO-1222,Receive Invoice,2024-03-07 13:51:53,AP Clerk 2,142
PO-1222,Pay,2024-03-11 23:07:18,AP Clerk 1,65
PO-1223,Create PO,2024-01-04 03:19:14,Buyer B,190
PO-1223,Approve,2024-01-05 03:09:47,Manager X,153
PO-1223,Send to Vendor,2024-01-05 08:49:12,System,68
PO-1223,Receive Invoice,2024-01-09 17:08:03,AP Clerk 2,106
PO-1223,Receive Goods,2024-01-13 12:49:24,Warehouse,115
PO-1223,Pay,2024-01-25 21:07:04,AP Clerk 1,167
PO-1224,Create PO,2024-02-18 19:36:32,Buyer A,87
PO-1224,Approve,2024-02-18 23:05:00,Manager Y,159
PO-1224,Send to Vendor,2024-02-19 02:20:24,System,152
PO-1224,Receive Invoice,2024-02-23 06:51:44,AP Clerk 2,161
PO-1224,Receive Goods,2024-02-27 08:10:18,Warehouse,147
PO-1224,Pay,2024-03-04 04:22:59,AP Clerk 1,152
PO-1225,Create PO,2024-01-19 16:33:44,Buyer C,104
PO-1225,Approve,2024-01-20 16:16:54,Manager Y,106
PO-1225,Send to Vendor,2024-01-20 18:29:09,System,170
PO-1225,Receive Goods,2024-01-30 15:53:48,Warehouse,195
PO-1225,Receive Invoice,2024-02-01 19:43:27,AP Clerk 1,47
PO-1225,Pay,2024-02-12 07:11:30,AP Clerk 2,89
PO-1226,Create PO,2024-03-28 17:08:33,Buyer A,189
PO-1226,Send to Vendor,2024-03-28 21:41:38,System,148
PO-1226,Receive Goods,2024-04-03 05:16:22,Warehouse,72
PO-1226,Receive Invoice,2024-04-04 11:58:16,AP Clerk 2,111
PO-1226,Pay,2024-04-14 13:06:42,AP Clerk 2,46
PO-1227,Create PO,2024-01-11 19:11:41,Buyer C,161
PO-1227,Send to Vendor,2024-01-11 21:33:20,System,79
PO-1227,Receive Goods,2024-01-20 03:49:34,Warehouse,169
PO-1227,Receive Invoice,2024-01-21 16:02:35,AP Clerk 2,198
PO-1227,Pay,2024-01-26 20:41:25,AP Clerk 1,47
PO-1228,Create PO,2024-03-15 03:37:55,Buyer C,61
PO-1228,Approve,2024-03-15 12:53:59,Manager X,82
PO-1228,Send to Vendor,2024-03-15 17:14:04,System,29
PO-1228,Cancel,2024-03-19 02:04:54,Manager X,190
PO-1229,Create PO,2024-01-26 07:53:34,Buyer C,15
PO-1229,Send to Vendor,2024-01-26 10:22:53,System,197
PO-1229,Receive Goods,2024-02-01 20:26:49,Warehouse,29
PO-1229,Receive Invoice,2024-02-03 13:41:19,AP Clerk 2,173
PO-1229,Pay,2024-02-09 09:22:41,AP Clerk 2,178
PO-1230,Create PO,2024-03-02 10:47:02,Buyer C,106
PO-1230,Approve,2024-03-02 18:32:41,Manager X,145
PO-1230,Reject,2024-03-03 04:59:50,Manager Y,70
PO-1230,Revise,2024-03-04 02:59:42,Buyer B,19
PO-1230,Approve,2024-03-04 19:33:56,Manager X,129
PO-1230,Send to Vendor,2024-03-05 02:18:04,System,166
PO-1230,Receive Goods,2024-03-09 13:27:17,Warehouse,84
PO-1230,Receive Invoice,2024-03-11 04:20:29,AP Clerk 1,73
PO-1230,Pay,2024-03-16 12:47:12,AP Clerk 2,116
PO-1231,Create PO,2024-03-30 14:30:53,Buyer A,162
PO-1231,Approve,2024-03-31 08:43:01,Manager Y,27
PO-1231,Send to Vendor,2024-03-31 14:03:26,System,100
PO-1231,Receive Invoice,2024-04-04 04:11:19,AP Clerk 2,43
PO-1231,Receive Goods,2024-04-08 01:28:53,Warehouse,168
PO-1231,Pay,2024-04-20 00:51:17,AP Clerk 1,24
PO-1232,Create PO,2024-03-31 17:58:04,Buyer B,161
PO-1232,Approve,2024-04-01 09:02:43,Manager Y,61
PO-1232,Send to Vendor,2024-04-01 13:59:55,System,111
PO-1232,Cancel,2024-04-06 06:55:06,Manager X,179
PO-1233,Create PO,2024-02-25 01:06:25,Buyer B,69
PO-1233,Approve,2024-02-25 08:32:35,Manager Y,165
PO-1233,Send to Vendor,2024-02-25 16:22:50,System,197
PO-1233,Cancel,2024-02-29 19:02:36,Manager X,24
PO-1234,Create PO,2024-01-19 21:54:18,Buyer B,87
PO-1234,Approve,2024-01-20 01:25:52,Manager Y,185
PO-1234,Send to Vendor,2024-01-20 07:12:36,System,149
PO-1234,Receive Goods,2024-01-26 15:17:53,Warehouse,185
PO-1234,Receive Invoice,2024-01-27 20:06:16,AP Clerk 2,76
PO-1234,Pay,2024-02-05 16:47:20,AP Clerk 1,146
PO-1235,Create PO,2024-03-01 06:52:10,Buyer C,159
PO-1235,Approve,2024-03-02 04:43:59,Manager X,179
PO-1235,Send to Vendor,2024-03-02 07:27:54,System,57
PO-1235,Receive Goods,2024-03-09 05:19:30,Warehouse,124
PO-1235,Receive Invoice,2024-03-10 19:02:53,AP Clerk 1,106
PO-1235,Pay,2024-03-14 10:09:36,AP Clerk 1,63
PO-1236,Create PO,2024-01-06 12:10:00,Buyer C,166
PO-1236,Approve,2024-01-07 12:39:02,Manager X,77
PO-1236,Send to Vendor,2024-01-07 18:17:12,System,91
PO-1236,Receive Goods,2024-01-13 18:52:30,Warehouse,72
PO-1236,Receive Invoice,2024-01-15 22:28:30,AP Clerk 1,111
PO-1236,Pay,2024-01-29 02:26:22,AP Clerk 1,110
PO-1237,Create PO,2024-03-23 16:09:36,Buyer A,65
PO-1237,Approve,2024-03-24 18:46:02,Manager Y,182
PO-1237,Reject,2024-03-25 03:41:04,Manager X,87
PO-1237,Revise,2024-03-26 07:54:38,Buyer A,38
PO-1237,Approve,2024-03-26 11:22:43,Manager X,108
PO-1237,Send to Vendor,2024-03-26 12:36:56,System,160
PO-1237,Receive Goods,2024-04-02 17:42:30,Warehouse,21
PO-1237,Receive Invoice,2024-04-05 17:00:32,AP Clerk 2,30
PO-1237,Pay,2024-04-10 14:36:39,AP Clerk 2,48
PO-1238,Create PO,2024-01-20 15:43:36,Buyer B,194
PO-1238,Approve,2024-01-21 07:13:18,Manager X,76
PO-1238,Reject,2024-01-21 10:19:51,Manager X,196
PO-1238,Revise,2024-01-22 15:56:46,Buyer A,17
PO-1238,Approve,2024-01-23 15:41:06,Manager Y,125
PO-1238,Send to Vendor,2024-01-23 19:36:49,System,53
PO-1238,Receive Goods,2024-01-30 05:27:41,Warehouse,28
PO-1238,Receive Invoice,2024-02-02 09:22:39,AP Clerk 1,124
PO-1238,Pay,2024-02-08 12:17:55,AP Clerk 1,50
PO-1239,Create PO,2024-03-10 14:30:53,Buyer A,67
PO-1239,Approve,2024-03-11 13:45:02,Manager Y,96
PO-1239,Send to Vendor,2024-03-11 15:25:38,System,157
PO-1239,Receive Goods,2024-03-21 07:23:19,Warehouse,66
PO-1239,Receive Invoice,2024-03-23 05:40:23,AP Clerk 2,66
PO-1239,Pay,2024-03-24 07:09:44,AP Clerk 2,52
PO-1240,Create PO,2024-01-20 13:57:27,Buyer A,154
PO-1240,Send to Vendor,2024-01-20 18:30:04,System,176
PO-1240,Receive Goods,2024-01-27 01:22:36,Warehouse,26
PO-1240,Receive Invoice,2024-01-28 20:53:50,AP Clerk 1,152
PO-1240,Pay,2024-01-29 23:54:44,AP Clerk 1,174
PO-1241,Create PO,2024-01-15 15:17:01,Buyer C,194
PO-1241,Approve,2024-01-15 19:39:20,Manager X,159
PO-1241,Send to Vendor,2024-01-16 00:37:35,System,60
PO-1241,Receive Goods,2024-01-22 06:09:49,Warehouse,18
PO-1241,Receive Invoice,2024-01-24 15:15:11,AP Clerk 1,107
PO-1241,Pay,2024-02-07 06:17:42,AP Clerk 2,196
PO-1242,Create PO,2024-04-01 01:10:20,Buyer B,34
PO-1242,Approve,2024-04-01 06:10:38,Manager Y,112
PO-1242,Send to Vendor,2024-04-01 08:28:05,System,43
PO-1242,Cancel,2024-04-03 03:17:47,Manager X,129
PO-1243,Create PO,2024-03-21 16:19:07,Buyer C,123
PO-1243,Approve,2024-03-21 21:41:56,Manager Y,16
PO-1243,Send to Vendor,2024-03-22 01:39:18,System,26
PO-1243,Receive Goods,2024-03-28 15:22:33,Warehouse,154
PO-1243,Receive Invoice,2024-03-31 18:29:55,AP Clerk 2,188
PO-1243,Pay,2024-04-09 21:43:33,AP Clerk 2,35
PO-1244,Create PO,2024-03-07 19:26:33,Buyer C,100
PO-1244,Approve,2024-03-08 22:21:03,Manager X,49
PO-1244,Reject,2024-03-09 04:14:15,Manager Y,92
PO-1244,Revise,2024-03-10 23:29:27,Buyer A,93
PO-1244,Approve,2024-03-11 12:45:03,Manager X,48
PO-1244,Send to Vendor,2024-03-11 20:44:49,System,181
PO-1244,Receive Goods,2024-03-18 09:09:11,Warehouse,156
PO-1244,Receive Invoice,2024-03-20 02:53:36,AP Clerk 1,25
PO-1244,Pay,2024-03-21 19:38:54,AP Clerk 1,70
PO-1245,Create PO,2024-02-12 22:23:02,Buyer B,94
PO-1245,Approve,2024-02-13 10:01:34,Manager X,39
PO-1245,Reject,2024-02-13 13:42:03,Manager X,159
PO-1245,Revise,2024-02-14 09:00:54,Buyer B,172
PO-1245,Approve,2024-02-15 00:25:03,Manager Y,176
PO-1245,Send to Vendor,2024-02-15 06:17:28,System,170
PO-1245,Receive Goods,2024-02-22 17:12:08,Warehouse,30
PO-1245,Receive Invoice,2024-02-24 09:58:15,AP Clerk 1,143
PO-1245,Pay,2024-03-05 09:27:59,AP Clerk 2,78
PO-1246,Create PO,2024-02-25 05:56:01,Buyer B,156
PO-1246,Approve,2024-02-26 06:34:13,Manager X,190
PO-1246,Send to Vendor,2024-02-26 12:39:45,System,52
PO-1246,Cancel,2024-03-01 05:59:21,Buyer A,43
PO-1247,Create PO,2024-03-04 19:47:07,Buyer B,123
PO-1247,Approve,2024-03-05 16:06:53,Manager X,71
PO-1247,Send to Vendor,2024-03-05 17:48:43,System,118
PO-1247,Cancel,2024-03-08 05:16:28,Buyer A,175
PO-1248,Create PO,2024-03-25 11:45:18,Buyer B,197
PO-1248,Approve,2024-03-26 14:49:28,Manager X,93
PO-1248,Send to Vendor,2024-03-26 16:16:56,System,79
PO-1248,Receive Goods,2024-03-31 23:40:02,Warehouse,107
PO-1248,Receive Invoice,2024-04-01 18:55:43,AP Clerk 1,99
PO-1248,Pay,2024-04-16 12:07:37,AP Clerk 1,123
PO-1249,Create PO,2024-02-28 15:46:03,Buyer B,48
PO-1249,Approve,2024-02-29 03:02:46,Manager Y,183
PO-1249,Reject,2024-02-29 08:11:34,Manager Y,98
PO-1249,Revise,2024-03-01 13:07:14,Buyer C,109
PO-1249,Approve,2024-03-02 11:43:49,Manager X,111
PO-1249,Send to Vendor,2024-03-02 16:14:27,System,59
PO-1249,Receive Goods,2024-03-07 16:53:25,Warehouse,196
PO-1249,Receive Invoice,2024-03-08 06:50:46,AP Clerk 2,66
PO-1249,Pay,2024-03-19 16:20:55,AP Clerk 1,94
PO-1250,Create PO,2024-02-07 12:13:28,Buyer B,188
PO-1250,Approve,2024-02-08 09:35:13,Manager X,85
PO-1250,Reject,2024-02-08 20:50:13,Manager Y,172
PO-1250,Revise,2024-02-09 12:45:39,Buyer C,15
PO-1250,Approve,2024-02-10 06:52:14,Manager X,18
PO-1250,Send to Vendor,2024-02-10 09:59:44,System,113
PO-1250,Receive Goods,2024-02-15 17:28:58,Warehouse,105
PO-1250,Receive Invoice,2024-02-19 09:44:21,AP Clerk 1,184
PO-1250,Pay,2024-02-27 01:25:53,AP Clerk 2,56
PO-1251,Create PO,2024-01-24 20:10:01,Buyer C,27
PO-1251,Approve,2024-01-25 01:27:40,Manager Y,40
PO-1251,Reject,2024-01-25 09:42:41,Manager X,17
PO-1251,Revise,2024-01-27 05:14:11,Buyer C,125
PO-1251,Approve,2024-01-28 05:10:56,Manager X,129
PO-1251,Send to Vendor,2024-01-28 12:20:16,System,76
PO-1251,Receive Goods,2024-02-04 01:33:02,Warehouse,75
PO-1251,Receive Invoice,2024-02-05 20:14:30,AP Clerk 1,196
PO-1251,Pay,2024-02-08 09:41:48,AP Clerk 1,154
PO-1252,Create PO,2024-01-15 01:05:07,Buyer C,71
PO-1252,Approve,2024-01-15 15:42:16,Manager Y,66
PO-1252,Send to Vendor,2024-01-15 20:35:53,System,78
PO-1252,Receive Goods,2024-01-22 05:46:25,Warehouse,138
PO-1252,Receive Invoice,2024-01-26 04:02:07,AP Clerk 2,49
PO-1252,Pay,2024-02-04 02:23:28,AP Clerk 2,58
PO-1253,Create PO,2024-02-24 07:49:55,Buyer B,133
PO-1253,Approve,2024-02-24 16:24:42,Manager Y,113
PO-1253,Send to Vendor,2024-02-24 21:54:54,System,163
PO-1253,Receive Invoice,2024-03-02 02:12:01,AP Clerk 1,158
PO-1253,Receive Goods,2024-03-06 00:10:27,Warehouse,48
PO-1253,Pay,2024-03-08 01:42:34,AP Clerk 1,99
PO-1254,Create PO,2024-02-04 21:45:21,Buyer A,90
PO-1254,Approve,2024-02-06 03:30:36,Manager Y,142
PO-1254,Send to Vendor,2024-02-06 09:52:04,System,182
PO-1254,Receive Goods,2024-02-15 07:01:00,Warehouse,91
PO-1254,Receive Invoice,2024-02-16 05:39:50,AP Clerk 1,92
PO-1254,Pay,2024-02-20 09:07:10,AP Clerk 1,198
PO-1255,Create PO,2024-01-06 22:05:35,Buyer A,133
PO-1255,Approve,2024-01-08 00:37:04,Manager Y,146
PO-1255,Reject,2024-01-08 05:30:40,Manager Y,139
PO-1255,Revise,2024-01-08 15:50:53,Buyer B,141
PO-1255,Approve,2024-01-09 10:50:56,Manager X,22
PO-1255,Send to Vendor,2024-01-09 12:46:34,System,156
PO-1255,Receive Goods,2024-01-12 18:02:30,Warehouse,58
PO-1255,Receive Invoice,2024-01-15 23:32:10,AP Clerk 1,157
PO-1255,Pay,2024-01-26 00:15:38,AP Clerk 1,153
PO-1256,Create PO,2024-02-24 15:06:57,Buyer A,188
PO-1256,Approve,2024-02-24 17:56:35,Manager X,146
PO-1256,Reject,2024-02-25 04:20:38,Manager Y,35
PO-1256,Revise,2024-02-25 09:46:55,Buyer C,177
PO-1256,Approve,2024-02-25 19:19:51,Manager X,170
PO-1256,Send to Vendor,2024-02-26 01:58:44,System,39
PO-1256,Receive Goods,2024-03-03 23:31:59,Warehouse,29
PO-1256,Receive Invoice,2024-03-07 09:18:05,AP Clerk 1,198
PO-1256,Pay,2024-03-19 17:48:52,AP Clerk 1,85
PO-1257,Create PO,2024-01-15 23:08:03,Buyer C,193
PO-1257,Approve,2024-01-16 21:22:47,Manager Y,197
PO-1257,Send to Vendor,2024-01-17 02:31:13,System,58
PO-1257,Receive Goods,2024-01-21 05:02:23,Warehouse,102
PO-1257,Receive Invoice,2024-01-23 06:17:15,AP Clerk 2,199
PO-1257,Pay,2024-02-02 22:01:49,AP Clerk 1,127
PO-1258,Create PO,2024-01-14 14:05:16,Buyer B,145
PO-1258,Approve,2024-01-14 21:49:45,Manager Y,197
PO-1258,Send to Vendor,2024-01-14 23:16:03,System,200
PO-1258,Receive Goods,2024-01-21 07:49:16,Warehouse,183
PO-1258,Receive Invoice,2024-01-22 17:42:39,AP Clerk 2,114
PO-1258,Pay,2024-02-05 01:47:18,AP Clerk 1,47
PO-1259,Create PO,2024-03-07 07:40:43,Buyer C,170
PO-1259,Approve,2024-03-08 01:13:02,Manager Y,24
