Id,Group,Value
4772,A,38.273
4773,A,37.850
4774,A,23.185
4775,A,22.936
4776,A,29.821
4777,A,33.023
4778,A,39.830
4779,A,23.539
4780,A,37.984
4781,A,35.073
4782,A,31.972
4783,A,40.570
4784,A,37.973
4785,A,32.287
4786,A,22.839
4787,A,41.027
4788,A,27.420
4789,A,53.246
4790,A,30.632
4791,A,34.820
4792,A,36.264
4793,A,15.888
4794,A,29.765
4795,A,36.883
4796,A,26.842
4797,A,31.344
4798,A,41.331
4799,A,25.380
4800,A,38.512
4801,A,35.204
4802,A,28.390
4803,A,27.484
4804,A,51.874
4805,A,29.391
4806,A,27.655
4807,A,21.219
4808,A,42.455
4809,A,22.504
4810,A,27.277
4811,A,48.577
4812,A,38.009
4813,A,36.397
4814,A,45.521
4815,A,28.147
4816,A,22.653
4817,A,42.705
4818,A,31.455
4819,A,33.512
4820,A,30.284
4821,A,36.605
4822,A,37.349
4823,A,37.501
4824,A,42.159
4825,A,41.963
4826,A,26.776
4827,A,39.382
4828,A,31.023
4829,A,32.025
4830,A,28.480
4831,A,50.659
4832,A,23.381
4833,A,43.398
4834,A,45.557
4835,A,31.639
4836,A,40.013
4837,A,51.786
4838,A,33.099
4839,A,30.226
4840,A,48.809
4841,A,23.573
4842,A,37.932
4843,A,38.373
4844,A,33.707
4845,A,19.580
4846,A,39.051
4847,A,45.402
4848,A,47.155
4849,A,26.254
4850,A,26.314
4851,A,34.456
4852,A,33.243
4853,A,33.251
4854,A,39.050
4855,A,28.008
4856,A,44.610
4857,A,27.574
4858,A,39.334
4859,A,33.593
4860,A,47.275
4861,A,35.341
4862,A,32.847
4863,A,42.802
4864,A,35.839
4865,A,34.876
4866,A,35.673
4867,A,31.905
4868,A,43.091
4869,A,40.365
4870,A,26.189
4871,A,26.868
4872,A,33.755
4873,A,36.921
4874,A,31.773
4875,A,46.556
4876,A,35.349
4877,A,30.486
4878,A,27.420
4879,A,34.952
4880,A,48.421
4881,A,18.563
4882,A,26.002
4883,A,21.813
4884,A,35.637
4885,A,43.884
4886,A,27.442
4887,A,28.586
4888,A,27.868
4889,A,35.223
4890,A,45.267
4891,A,47.853
4892,A,49.669
4893,A,30.064
4894,A,37.694
4895,A,36.486
4896,A,32.792
4897,A,36.619
4898,A,40.286
4899,A,36.393
4900,A,40.351
4901,A,46.191
4902,A,33.051
4903,A,27.929
4904,A,36.451
4905,A,19.145
4906,A,31.898
4907,A,25.461
4908,A,21.019
4909,A,39.959
4910,A,31.075
4911,A,31.924
4912,A,35.945
4913,A,42.224
4914,A,43.148
4915,A,34.407
4916,A,22.354
4917,A,19.642
4918,A,24.505
4919,A,29.033
4920,A,41.701
4921,A,47.145
4922,A,28.897
4923,A,26.702
4924,A,30.612
4925,A,42.685
4926,A,41.701
4927,A,35.638
4928,A,28.383
4929,A,38.632
4930,A,39.760
4931,A,35.958
4932,A,39.630
4933,A,45.298
4934,A,30.664
4935,A,32.700
4936,A,24.239
4937,A,26.255
4938,A,37.246
4939,A,32.594
4940,A,24.011
4941,A,32.946
4942,A,56.642
4943,A,34.964
4944,A,39.906
4945,A,41.507
4946,A,29.380
4947,A,37.234
4948,A,42.330
4949,A,42.095
4950,A,46.360
4951,A,54.688
4952,A,36.650
4953,A,30.959
4954,A,31.238
4955,A,22.942
4956,A,28.693
4957,A,29.798
4958,A,44.421
4959,A,29.427
4960,A,33.336
4961,A,31.523
4962,A,33.390
4963,A,19.287
4964,A,40.311
4965,A,50.879
4966,A,30.095
4967,A,42.918
4968,A,29.468
4969,A,31.395
4970,A,33.736
4971,A,26.755
4972,A,39.975
4973,A,29.766
4974,A,27.667
4975,A,43.851
4976,A,39.653
4977,A,41.407
4978,A,33.372
4979,A,22.924
4980,A,24.593
4981,A,37.063
4982,A,16.863
4983,A,31.086
4984,A,18.921
4985,A,24.318
4986,A,26.607
4987,A,19.820
4988,A,27.840
4989,A,27.094
4990,A,32.282
4991,A,28.601
4992,A,37.992
4993,A,38.777
4994,A,23.148
4995,A,33.890
4996,A,19.854
4997,A,49.584
4998,A,42.698
4999,A,51.041
5000,B,57.870
5001,B,52.952
5002,B,51.311
5003,B,59.793
5004,B,46.137
5005,B,47.180
5006,B,59.531
5007,B,52.812
5008,B,62.351
5009,B,53.118
5010,B,47.817
5011,B,44.607
5012,B,57.303
5013,B,52.528
5014,B,64.585
5015,B,40.114
5016,B,54.646
5017,B,60.671
5018,B,65.864
5019,B,54.514
5020,B,45.687
5021,B,69.212
5022,B,49.234
5023,B,64.889
5024,B,43.033
5025,B,55.837
5026,B,53.340
5027,B,60.325
5028,B,53.569
5029,B,49.700
5030,B,60.246
5031,B,50.749
5032,B,53.755
5033,B,60.615
5034,B,50.472
5035,B,54.526
5036,B,55.255
5037,B,55.851
5038,B,49.261
5039,B,50.905
5040,B,56.925
5041,B,58.841
5042,B,58.612
5043,B,54.764
5044,B,61.569
5045,B,51.042
5046,B,57.373
5047,B,51.845
5048,B,60.618
5049,B,53.232
5050,B,59.208
5051,B,53.751
5052,B,62.112
5053,B,44.426
5054,B,58.586
5055,B,54.718
5056,B,56.835
5057,B,57.656
5058,B,53.367
5059,B,54.125
5060,B,49.389
5061,B,45.921
5062,B,47.468
5063,B,53.472
5064,B,52.206
5065,B,61.288
5066,B,52.800
5067,B,53.549
5068,B,65.848
5069,B,45.536
5070,B,59.127
5071,B,53.803
5072,B,53.726
5073,B,49.920
5074,B,55.878
5075,B,54.685
5076,B,46.695
5077,B,46.160
5078,B,64.684
5079,B,54.363
5080,B,57.303
5081,B,44.410
5082,B,53.318
5083,B,45.293
5084,B,61.837
5085,B,61.837
5086,B,68.298
5087,B,71.652
5088,B,47.146
5089,B,56.855
5090,B,59.030
5091,B,55.297
5092,B,56.425
5093,B,52.521
5094,B,51.699
5095,B,44.541
5096,B,60.811
5097,B,57.186
5098,B,60.225
5099,B,48.416
5100,B,63.389
5101,B,49.135
5102,B,55.259
5103,B,45.463
5104,B,46.739
5105,B,62.476
5106,B,50.990
5107,B,60.569
5108,B,54.347
5109,B,55.169
5110,B,56.051
5111,B,51.416
5112,B,57.505
5113,B,55.838
5114,B,55.644
5115,B,55.588
5116,B,63.172
5117,B,55.705
5118,B,60.408
5119,B,58.392
5120,B,50.680
5121,B,57.283
5122,B,56.989
5123,B,61.406
5124,B,61.899
5125,B,59.873
5126,B,64.522
5127,B,65.940
5128,B,57.833
5129,B,48.907
5130,B,53.893
5131,B,54.907
5132,B,63.072
5133,B,52.997
5134,B,55.289
5135,B,55.819
5136,B,47.482
5137,B,51.564
5138,B,53.019
5139,B,47.760
5140,B,48.079
5141,B,55.158
5142,B,64.165
5143,B,57.374
5144,B,44.203
5145,B,58.960
5146,B,56.026
5147,B,50.641
5148,B,54.982
5149,B,52.945
5150,B,59.684
5151,B,44.796
5152,B,66.053
5153,B,47.772
5154,B,46.364
5155,B,60.657
5156,B,45.868
5157,B,54.553
5158,B,55.603
5159,B,48.427
5160,B,62.230
5161,B,43.878
5162,B,44.606
5163,B,54.992
5164,B,52.812
5165,B,56.561
5166,B,55.962
5167,B,52.492
5168,B,53.234
5169,B,48.340
5170,B,49.050
5171,B,51.087
5172,B,58.493
5173,B,57.339
5174,B,50.382
5175,B,52.561
5176,B,60.190
5177,B,63.254
5178,B,67.449
5179,B,50.434
5180,B,51.320
5181,B,60.936
5182,B,52.904
5183,B,56.314
5184,B,55.209
5185,B,48.133
5186,B,43.400
5187,B,54.009
5188,B,61.872
5189,B,52.562
5190,B,52.533
5191,B,57.485
5192,B,60.120
5193,B,54.797
5194,B,60.717
5195,B,51.213
5196,B,57.685
5197,B,53.017
5198,B,49.233
5199,B,61.087
5200,B,52.095
5201,B,58.899
5202,B,54.261
5203,B,69.677
5204,B,51.695
5205,B,54.624
5206,B,56.143
5207,B,54.019
5208,B,52.288
5209,B,61.453
5210,B,53.482
5211,B,48.265
5212,B,53.187
5213,B,48.709
5214,B,53.291
5215,B,61.779
5216,B,67.830
5217,B,48.553
5218,B,59.622
5219,B,50.385
5220,B,63.316
5221,B,61.144
5222,B,61.824
5223,B,46.324
5224,B,63.898
5225,B,54.731
5226,B,60.430
5227,B,60.218
5228,B,59.559
5229,B,58.306
5230,B,60.910
5231,B,56.067
5232,B,60.468
5233,B,43.761
5234,B,54.957
5235,B,54.579
5236,B,63.054
5237,B,57.888
5238,B,60.956
5239,B,57.788
5240,B,49.408
5241,B,50.088
5242,B,51.646
5243,B,52.739
5244,B,48.782
5245,B,69.195
5246,B,50.387
5247,B,51.919
5248,B,52.003
5249,B,65.314
5250,B,63.079
5251,B,56.259
5252,B,52.320
5253,B,61.576
5254,B,57.169
5255,B,57.088
5256,B,52.381
5257,B,61.529
5258,B,53.484
5259,B,61.678
5260,B,60.931
5261,B,57.356
5262,B,52.615
5263,B,44.222
5264,B,57.722
5265,B,58.463
5266,B,45.351
5267,B,54.705
5268,B,55.861
5269,B,52.983
5270,B,51.772
5271,B,56.414
5272,B,61.691
5273,B,57.121
5274,B,50.771
5275,B,56.717
5276,B,60.709
5277,B,57.200
5278,B,50.708
5279,B,46.507
5280,B,58.386
5281,B,60.587
5282,B,60.739
5283,B,76.350
5284,B,45.931
5285,B,55.523
5286,B,60.434
5287,B,58.500
5288,B,37.798
5289,B,56.304
5290,B,59.640
5291,B,58.237
5292,B,59.540
5293,B,75.770
5294,B,51.636
5295,B,53.298
5296,B,50.617
5297,B,66.865
5298,B,55.585
5299,B,51.991
5300,B,47.157
5301,B,64.049
5302,B,53.310
5303,B,51.369
5304,B,66.069
5305,B,53.611
5306,B,53.377
5307,B,51.736
5308,B,63.741
5309,B,56.251
5310,B,53.027
5311,B,61.691
5312,B,53.232
5313,B,57.728
5314,B,63.610
5315,B,55.587
5316,B,62.005
5317,B,63.100
5318,B,51.873
5319,B,58.534
5320,B,47.685
5321,B,51.596
5322,B,52.421
5323,B,60.622
5324,B,52.347
5325,B,63.259
5326,B,53.993
5327,B,55.999
5328,B,49.858
5329,B,55.813
5330,B,52.140
5331,B,56.991
5332,B,51.297
5333,B,51.348
5334,B,62.390
5335,B,62.117
5336,B,47.398
5337,B,53.492
5338,B,54.101
5339,B,59.326
5340,B,49.843
5341,B,60.435
5342,B,63.390
5343,B,68.374
5344,B,58.298
5345,B,53.711
5346,B,59.769
5347,B,57.381
5348,B,58.430
5349,B,55.311
5350,B,63.391
5351,B,50.767
5352,B,55.232
5353,B,64.440
5354,B,41.325
5355,B,51.128
5356,B,61.309
5357,B,48.595
5358,B,53.788
5359,B,52.174
5360,B,52.999
5361,B,54.692
5362,B,54.592
5363,B,55.110
5364,B,50.242
5365,B,51.099
5366,B,55.132
5367,B,63.100
5368,B,62.754
5369,B,43.883
5370,B,53.732
5371,B,53.698
5372,B,59.033
5373,B,49.041
5374,B,57.957
5375,B,58.230
5376,B,57.881
5377,B,54.146
5378,B,53.622
5379,B,57.787
5380,B,55.524
5381,B,59.905
5382,B,49.870
5383,B,63.366
5384,B,51.806
5385,B,55.445
5386,B,58.183
5387,B,72.647
5388,B,43.566
5389,B,56.226
5390,B,58.241
5391,B,46.556
5392,B,56.053
5393,B,57.818
5394,B,57.723
5395,B,51.144
5396,B,49.418
5397,B,45.822
5398,B,50.960
5399,B,52.492
5400,B,55.573
5401,B,59.267
5402,B,56.420
5403,B,64.445
5404,B,57.422
5405,B,61.468
5406,B,62.865
5407,B,53.071
5408,B,61.840
5409,B,49.006
5410,B,49.473
5411,B,63.809
5412,B,53.961
5413,B,57.642
5414,B,56.484
5415,B,49.881
5416,B,59.388
5417,B,67.232
5418,B,57.502
5419,B,51.059
5420,B,58.516
5421,B,47.683
5422,B,53.581
5423,B,63.280
5424,B,57.126
5425,B,53.153
5426,B,50.719
5427,B,61.525
5428,B,67.843
5429,B,41.517
5430,B,57.746
5431,B,42.354
5432,B,48.814
5433,B,54.083
5434,B,61.878
5435,B,58.024
5436,B,48.733
5437,B,52.848
5438,B,56.847
5439,B,58.839
5440,B,63.262
5441,B,55.080
5442,B,60.441
5443,B,57.647
5444,B,55.850
5445,B,50.430
5446,B,52.092
5447,B,50.864
5448,B,55.896
5449,B,60.124
5450,B,57.292
5451,B,58.809
5452,B,57.917
5453,B,60.365
5454,B,55.425
5455,B,43.587
5456,B,46.483
5457,B,50.026
5458,B,59.155
5459,B,57.421
5460,B,56.411
5461,B,59.977
5462,B,59.238
5463,B,56.897
5464,B,53.794
5465,B,53.383
5466,B,52.153
5467,B,57.863
5468,B,55.342
5469,B,46.983
5470,B,63.576
5471,B,49.564
5472,B,43.530
5473,B,47.951
5474,B,57.810
5475,B,45.458
5476,B,49.858
5477,B,47.142
5478,B,60.690
5479,B,57.797
5480,B,56.826
5481,B,56.469
5482,B,57.449
5483,B,56.310
5484,B,49.210
5485,B,53.682
5486,B,55.244
5487,B,51.633
5488,B,57.923
5489,B,66.388
5490,B,52.023
5491,B,53.421
5492,B,48.526
5493,B,56.098
5494,B,46.096
5495,B,53.064
5496,B,47.551
5497,B,53.861
5498,B,46.542
5499,B,51.900
5500,B,51.081
5501,B,61.525
5502,B,63.710
5503,B,51.778
5504,B,61.715
5505,B,46.175
5506,B,53.088
5507,B,45.373
5508,B,61.499
5509,B,58.262
5510,B,57.807
5511,B,62.610
5512,B,48.094
5513,B,55.292
5514,B,57.190
5515,B,61.058
5516,B,55.211
5517,B,56.357
5518,B,60.250
5519,B,49.696
5520,B,59.278
5521,B,60.505
5522,B,51.254
5523,B,69.188
5524,B,55.581
5525,B,58.823
5526,B,53.639
5527,B,52.008
5528,B,56.709
5529,B,37.206
5530,B,52.253
5531,B,55.534
5532,B,69.928
5533,B,57.620
5534,B,66.963
5535,B,51.643
5536,B,45.156
5537,B,58.834
5538,B,54.361
5539,B,42.224
5540,B,61.788
5541,B,52.101
5542,B,58.892
5543,B,57.769
5544,B,59.372
5545,B,66.744
5546,B,54.231
5547,B,62.067
5548,B,56.259
5549,B,50.313
5550,B,58.455
5551,B,56.727
5552,B,57.835
5553,B,48.919
5554,B,50.166
5555,B,51.895
5556,B,47.429
5557,B,64.133
5558,B,45.477
5559,B,52.719
5560,B,56.739
5561,B,53.706
5562,B,60.784
5563,B,52.292
5564,B,50.309
5565,B,48.961
5566,B,56.777
5567,B,52.501
5568,B,57.419
5569,B,64.183
5570,B,56.884
5571,B,51.787
5572,B,71.326
5573,B,53.832
5574,B,61.420
5575,B,44.374
5576,B,62.270
5577,B,63.496
5578,B,47.017
5579,B,62.126
5580,B,59.927
5581,B,49.672
5582,B,53.801
5583,B,55.333
5584,B,62.623
5585,B,52.922
5586,B,57.926
5587,B,56.994
5588,B,52.938
5589,B,49.886
5590,B,53.417
5591,B,65.417
5592,B,56.468
5593,B,55.972
5594,B,58.460
5595,B,43.767
5596,B,56.139
5597,B,50.226
5598,B,53.269
5599,B,50.901
5600,B,60.940
5601,B,55.862
5602,B,47.855
5603,B,39.801
5604,B,49.382
5605,B,54.522
5606,B,54.608
5607,B,59.245
5608,B,50.258
5609,B,49.906
5610,B,41.180
5611,B,56.700
5612,B,46.642
5613,B,54.308
5614,B,58.822
5615,B,60.122
5616,B,45.349
5617,B,60.878
5618,B,65.530
5619,B,46.132
5620,B,55.097
5621,B,50.329
5622,B,56.362
5623,B,43.498
5624,B,56.683
5625,B,48.520
5626,B,56.514
5627,B,52.774
5628,B,55.413
5629,B,57.696
5630,B,62.209
5631,B,65.539
5632,B,69.265
5633,B,62.223
5634,B,55.475
5635,B,55.556
5636,B,62.583
5637,B,51.508
5638,B,58.348
5639,B,45.837
5640,B,48.803
5641,B,59.571
5642,B,62.932
5643,B,55.046
5644,B,49.946
5645,B,53.536
5646,B,43.749
5647,B,47.183
5648,B,61.451
5649,B,55.950
5650,B,52.878
5651,B,66.814
5652,B,63.375
5653,B,56.010
5654,B,58.874
5655,B,70.415
5656,B,52.649
5657,B,45.279
5658,B,61.329
5659,B,61.736
5660,B,57.891
5661,B,58.946
5662,B,58.408
5663,B,54.913
5664,B,50.904
5665,B,61.867
5666,B,52.998
5667,B,55.617
5668,B,56.237
5669,B,52.489
5670,B,53.128
5671,B,47.089
5672,B,56.968
5673,B,50.630
5674,B,65.814
5675,B,43.901
5676,B,50.779
5677,B,65.809
5678,B,54.012
5679,B,56.219
5680,B,57.469
5681,B,47.316
5682,B,42.645
5683,B,53.329
5684,B,66.424
5685,B,58.605
5686,B,47.007
5687,B,58.349
5688,B,49.722
5689,B,59.473
5690,B,67.705
5691,B,53.907
5692,B,58.359
5693,B,56.036
5694,B,55.369
5695,B,56.016
5696,B,51.286
5697,B,61.487
5698,B,48.880
5699,B,48.656
5700,B,57.104
5701,B,57.548
5702,B,59.235
5703,B,52.403
5704,B,54.809
5705,B,52.128
5706,B,60.963
5707,B,55.919
5708,B,54.161
5709,B,45.264
5710,B,52.733
5711,B,48.431
5712,B,58.980
5713,B,53.382
5714,B,56.157
5715,B,54.036
5716,B,60.439
5717,B,50.833
5718,B,57.381
5719,B,53.929
5720,B,48.764
5721,B,56.186
5722,B,60.654
5723,B,48.304
5724,B,63.451
5725,B,62.062
5726,B,46.461
5727,B,45.180
5728,B,42.550
5729,B,63.540
5730,B,60.453
5731,B,54.546
5732,B,43.020
5733,B,47.808
5734,B,57.081
5735,B,48.899
5736,B,53.751
5737,B,61.659
5738,B,61.245
5739,B,56.704
5740,B,53.252
5741,B,62.688
5742,B,58.523
5743,B,52.800
5744,B,47.113
5745,B,51.202
5746,B,60.917
5747,B,52.047
5748,B,44.046
5749,B,57.505
5750,B,67.829
5751,B,41.798
5752,B,54.586
5753,B,55.550
5754,B,49.779
5755,B,59.301
5756,B,54.647
5757,B,54.046
5758,B,61.438
5759,B,50.894
5760,B,58.361
5761,B,59.271
5762,B,68.186
5763,B,60.705
5764,B,60.868
5765,B,56.959
5766,B,60.521
5767,B,53.540
5768,B,58.405
5769,B,58.979
5770,B,60.410
5771,B,51.362
5772,B,52.112
5773,B,53.609
5774,B,52.599
5775,B,56.550
5776,B,54.797
5777,B,49.374
5778,B,46.063
5779,B,58.254
5780,B,56.534
5781,B,53.348
5782,B,61.799
5783,B,61.982
5784,B,63.524
5785,B,54.714
5786,B,50.160
5787,B,61.431
5788,B,52.194
5789,B,57.002
5790,B,55.584
5791,B,64.222
5792,B,51.075
5793,B,49.425
5794,B,50.603
5795,B,57.142
5796,B,56.446
5797,B,63.392
5798,B,64.613
5799,B,47.192
5800,B,59.444
5801,B,44.550
5802,B,54.035
5803,B,60.517
5804,B,61.101
5805,B,41.682
5806,B,52.565
5807,B,54.256
5808,B,54.728
5809,B,57.169
5810,B,57.559
5811,B,52.603
5812,B,59.428
5813,B,44.886
5814,B,54.263
5815,B,60.740
5816,B,47.154
5817,B,51.765
5818,B,47.322
5819,B,54.192
5820,B,55.729
5821,B,60.668
5822,B,55.693
5823,B,54.308
5824,B,57.095
5825,B,54.887
5826,B,58.954
5827,B,58.164
5828,B,65.867
5829,B,65.305
5830,B,51.622
5831,B,55.807
5832,B,58.392
5833,B,62.569
5834,B,54.689
5835,B,56.823
5836,B,57.747
5837,B,70.085
5838,B,53.422
5839,B,61.568
5840,B,48.965
5841,B,61.028
5842,B,60.688
5843,B,49.485
5844,B,49.036
5845,B,50.259
5846,B,52.996
5847,B,56.073
5848,B,56.556
5849,B,61.246
5850,B,50.226
5851,B,56.430
5852,B,48.397
5853,B,52.238
5854,B,50.797
5855,B,54.888
5856,B,52.791
5857,B,47.619
5858,B,46.181
5859,B,65.696
5860,B,60.001
5861,B,59.702
5862,B,58.703
5863,B,54.359
5864,B,55.169
5865,B,59.100
5866,B,58.198
5867,B,51.494
5868,B,50.271
5869,B,56.355
5870,B,58.143
5871,B,48.154
5872,B,61.516
5873,B,60.878
5874,B,62.900
5875,B,58.562
5876,B,59.246
5877,B,54.245
5878,B,61.307
5879,B,60.598
5880,B,59.024
5881,B,61.757
5882,B,46.311
5883,B,63.958
5884,B,59.216
5885,B,55.245
5886,B,53.692
5887,B,60.648
5888,B,49.465
5889,B,51.897
5890,B,42.332
5891,B,66.160
5892,B,49.645
5893,B,64.781
5894,B,58.879
5895,B,55.847
5896,B,54.323
5897,B,54.655
5898,B,60.440
5899,B,44.162
5900,B,57.827
5901,B,60.967
5902,B,51.384
5903,B,64.039
5904,B,57.980
5905,B,63.081
5906,B,60.170
5907,B,52.532
5908,B,52.449
5909,B,62.102
5910,B,58.570
5911,B,55.021
5912,B,53.316
5913,B,45.966
5914,B,53.237
5915,B,64.593
5916,B,60.876
5917,B,57.414
5918,B,44.687
5919,B,62.782
5920,B,56.549
5921,B,55.355
5922,B,53.076
5923,B,66.164
5924,B,46.222
5925,B,61.539
5926,B,58.462
5927,B,54.038
5928,B,51.299
5929,B,55.531
5930,B,53.979
5931,B,55.619
5932,B,60.892
5933,B,46.212
5934,B,69.899
5935,B,54.304
5936,B,41.897
5937,B,51.456
5938,B,62.475
5939,B,49.725
5940,B,51.138
5941,B,52.484
5942,B,52.461
5943,B,52.332
5944,B,54.220
5945,B,51.078
5946,B,54.086
5947,B,54.869
5948,B,59.408
5949,B,54.828
5950,B,58.998
5951,B,55.026
5952,B,51.826
5953,B,58.850
5954,B,54.045
5955,B,47.428
5956,B,46.585
5957,B,48.496
5958,B,46.984
5959,B,57.807
5960,B,63.774
5961,B,53.259
5962,B,55.323
5963,B,68.467
5964,B,46.314
5965,B,64.359
5966,B,58.030
5967,B,50.460
5968,B,54.358
5969,B,50.934
5970,B,49.837
5971,B,60.751
5972,B,56.581
5973,B,46.936
5974,B,58.931
5975,B,56.237
5976,B,60.700
5977,B,52.763
5978,B,59.113
5979,B,56.282
5980,B,58.452
5981,B,51.362
5982,B,66.102
5983,B,57.843
5984,B,58.380
5985,B,53.336
5986,B,51.350
5987,B,54.511
5988,B,58.273
5989,B,52.478
5990,B,48.186
5991,B,54.957
5992,B,46.178
5993,B,52.993
5994,B,55.455
5995,B,63.058
5996,B,55.032
5997,B,58.434
5998,B,59.353
5999,B,59.232
6000,B,56.765
6001,B,57.394
6002,B,64.241
6003,B,56.767
6004,B,49.929
6005,B,59.563
6006,B,57.557
6007,B,51.462
6008,B,70.195
6009,B,47.156
6010,B,60.573
6011,B,50.378
6012,B,57.336
6013,B,49.264
6014,B,48.441
6015,B,58.708
6016,B,54.822
6017,B,54.835
6018,B,46.167
6019,B,56.245
6020,B,42.942
6021,B,55.033
6022,B,62.813
6023,B,62.655
6024,B,45.922
6025,B,56.361
6026,B,57.314
6027,B,51.803
6028,B,54.774
6029,B,49.410
6030,B,61.116
6031,B,54.791
6032,B,56.403
6033,B,47.124
6034,B,66.594
6035,B,46.823
6036,B,42.059
6037,B,64.055
6038,B,53.921
6039,B,53.960
6040,B,58.413
6041,B,45.305
6042,B,58.021
6043,B,49.269
6044,B,57.586
6045,B,54.221
6046,B,51.144
6047,B,55.018
6048,B,60.558
6049,B,57.939
6050,B,52.113
6051,B,56.379
6052,B,49.219
6053,B,55.195
6054,B,57.260
6055,B,59.383
6056,B,52.531
6057,B,47.586
6058,B,59.614
6059,B,56.275
6060,B,61.708
6061,B,63.874
6062,B,58.776
6063,B,55.594
6064,B,49.565
6065,B,59.207
6066,B,61.247
6067,B,53.231
6068,B,49.628
6069,B,48.349
6070,B,62.094
6071,B,42.071
6072,B,54.124
6073,B,52.243
6074,B,37.990
6075,B,55.649
6076,B,61.861
6077,B,55.732
6078,B,58.753
6079,B,63.310
6080,B,50.051
6081,B,50.279
6082,B,48.286
6083,B,61.144
6084,B,51.483
6085,B,50.911
6086,B,42.378
6087,B,56.486
6088,B,52.723
6089,B,55.549
6090,B,60.531
6091,B,56.812
6092,B,47.625
6093,B,49.031
6094,B,45.549
6095,B,49.295
6096,B,64.837
6097,B,55.378
6098,B,54.193
6099,B,49.996
6100,B,57.411
6101,B,60.209
6102,B,51.352
6103,B,58.528
6104,B,46.113
6105,B,53.676
6106,B,56.029
6107,B,59.132
6108,B,57.919
6109,B,55.182
6110,B,55.053
6111,B,58.251
6112,B,52.836
6113,B,53.571
6114,B,58.858
6115,B,53.102
6116,B,46.758
6117,B,65.456
6118,B,46.846
6119,B,50.195
6120,B,59.360
6121,B,56.862
6122,B,49.554
6123,B,59.250
6124,B,58.170
6125,B,53.640
6126,B,57.648
6127,B,52.929
6128,B,59.303
6129,B,55.903
6130,B,47.751
6131,B,48.896
6132,B,59.008
6133,B,53.854
6134,B,53.875
6135,B,58.878
6136,B,60.409
6137,B,66.065
6138,B,58.064
6139,B,55.965
6140,B,61.291
6141,B,46.969
6142,B,56.628
6143,B,61.708
6144,B,61.873
6145,B,53.927
6146,B,55.675
6147,B,52.288
6148,B,60.769
6149,B,42.049
6150,B,55.482
6151,B,57.989
6152,B,51.263
6153,B,45.235
6154,B,49.894
6155,B,59.440
6156,B,52.129
6157,B,55.156
6158,B,69.337
6159,B,59.889
6160,B,64.354
6161,B,53.956
6162,B,44.268
6163,B,61.541
6164,B,46.835
6165,B,59.980
6166,B,57.230
6167,B,47.546
6168,B,53.600
6169,B,61.063
6170,B,49.868
6171,B,68.970
6172,B,58.370
6173,B,51.044
6174,B,61.596
6175,B,65.243
6176,B,45.700
6177,B,55.940
6178,B,49.223
6179,B,57.125
6180,B,49.571
6181,B,58.188
6182,B,52.499
6183,B,67.937
6184,B,58.376
6185,B,60.951
6186,B,59.415
6187,B,58.695
6188,B,58.506
6189,B,60.801
6190,B,49.216
6191,B,52.952
6192,B,59.691
6193,B,58.731
6194,B,57.008
6195,B,49.658
6196,B,56.360
6197,B,43.134
6198,B,58.568
6199,B,56.673
6200,B,51.170
6201,B,57.404
6202,B,45.263
6203,B,43.936
6204,B,64.751
6205,B,58.501
6206,B,50.389
6207,B,53.380
6208,B,60.611
6209,B,50.073
6210,B,48.223
6211,B,50.192
6212,B,60.698
6213,B,52.388
6214,B,57.166
6215,B,65.976
6216,B,51.280
6217,B,62.642
6218,B,55.426
6219,B,59.389
6220,B,56.544
6221,B,62.323
6222,B,49.671
6223,B,54.377
6224,B,54.749
6225,B,51.358
6226,B,58.075
6227,B,68.331
6228,B,56.364
6229,B,56.140
6230,B,56.151
6231,B,39.474
6232,B,52.948
6233,B,54.685
6234,B,64.722
6235,B,56.953
6236,B,61.856
6237,B,50.953
6238,B,57.011
6239,B,68.624
6240,B,58.877
6241,B,56.715
6242,B,66.039
6243,B,53.757
6244,B,50.297
6245,B,55.322
6246,B,51.243
6247,B,57.298
6248,B,55.538
6249,B,61.824
6250,B,47.505
6251,B,56.489
6252,B,60.358
6253,B,51.442
6254,B,47.889
6255,B,59.277
6256,B,62.068
6257,B,51.199
6258,B,49.833
6259,B,61.431
6260,B,53.133
6261,B,42.059
6262,B,56.934
6263,B,62.292
6264,B,60.286
6265,B,56.570
6266,B,50.707
6267,B,63.657
6268,B,49.241
6269,B,43.953
6270,B,52.284
6271,B,53.255
6272,B,63.519
6273,B,56.956
6274,B,54.967
6275,B,50.665
6276,B,63.210
6277,B,61.271
6278,B,39.448
6279,B,41.035
6280,B,66.000
6281,B,44.418
6282,B,55.550
6283,B,49.514
6284,B,48.477
6285,B,58.983
6286,B,65.473
6287,B,55.441
6288,B,50.465
6289,B,57.166
6290,B,52.633
6291,B,60.544
6292,B,50.251
6293,B,50.911
6294,B,50.916
6295,B,56.663
6296,B,73.454
6297,B,66.983
6298,B,52.868
6299,B,49.146
6300,B,57.051
6301,B,58.866
6302,B,63.179
6303,B,55.740
6304,B,47.720
6305,B,58.298
6306,B,58.264
6307,B,52.150
6308,B,59.771
6309,B,53.379
6310,B,61.033
6311,B,54.461
6312,B,61.462
6313,B,42.347
6314,B,60.172
6315,B,60.913
6316,B,57.195
6317,B,63.978
6318,B,50.466
6319,B,52.766
6320,B,51.074
6321,B,64.118
6322,B,60.659
6323,B,47.106
6324,B,54.300
6325,B,63.803
