Service,Kind,Label,Start,End
search,request,request,2024-03-04 09:27:59,2024-03-04 09:27:59
search,error,error,2024-03-09 07:33:40,
cdn,slow-query,slow-query,2024-03-05 10:32:26,2024-03-05 10:32:33
render,request,request,2024-03-10 23:59:56,2024-03-10 23:59:57
render,slow-query,slow-query,2024-03-05 09:20:42,2024-03-05 09:20:47
api-gateway,request,request,2024-03-09 07:33:22,2024-03-09 07:33:23
billing,request,request,2024-03-10 00:55:15,2024-03-10 00:55:17
cdn,timeout,timeout,2024-03-05 15:29:28,2024-03-05 15:29:54
queue,slow-query,slow-query,2024-03-04 15:21:38,2024-03-04 15:21:43
search,request,request,2024-03-06 23:06:31,2024-03-06 23:06:32
auth,request,request,2024-03-10 10:05:31,2024-03-10 10:05:32
auth,request,request,2024-03-09 18:05:16,2024-03-09 18:05:16
cdn,request,request,2024-03-09 19:25:29,2024-03-09 19:25:30
billing,request,request,2024-03-10 08:26:59,2024-03-10 08:26:59
cdn,request,request,2024-03-08 16:58:57,2024-03-08 16:58:58
cdn,request,request,2024-03-06 10:17:26,2024-03-06 10:17:27
billing,request,request,2024-03-09 13:56:41,2024-03-09 13:56:41
api-gateway,slow-query,slow-query,2024-03-08 20:32:50,2024-03-08 20:32:56
auth,request,request,2024-03-04 20:54:40,2024-03-04 20:54:40
cdn,request,request,2024-03-05 00:23:24,2024-03-05 00:23:24
cdn,retry,retry,2024-03-07 01:05:46,2024-03-07 01:05:48
cdn,request,request,2024-03-05 15:06:13,2024-03-05 15:06:14
queue,request,request,2024-03-09 00:29:11,2024-03-09 00:29:12
db-proxy,request,request,2024-03-04 04:45:20,2024-03-04 04:45:21
render,slow-query,slow-query,2024-03-06 18:04:14,2024-03-06 18:04:18
queue,request,request,2024-03-04 22:49:15,2024-03-04 22:49:16
db-proxy,request,request,2024-03-04 16:50:11,2024-03-04 16:50:12
render,request,request,2024-03-10 07:00:37,2024-03-10 07:00:38
queue,request,request,2024-03-10 13:08:01,2024-03-10 13:08:01
search,request,request,2024-03-08 08:54:38,2024-03-08 08:54:39
search,slow-query,slow-query,2024-03-07 20:10:05,2024-03-07 20:10:07
search,slow-query,slow-query,2024-03-05 09:41:11,2024-03-05 09:41:18
queue,request,request,2024-03-05 15:11:28,2024-03-05 15:11:28
search,request,request,2024-03-06 01:45:59,2024-03-06 01:46:00
cdn,error,error,2024-03-09 12:00:11,
auth,slow-query,slow-query,2024-03-08 19:39:11,2024-03-08 19:39:16
render,request,request,2024-03-10 16:40:31,2024-03-10 16:40:31
api-gateway,timeout,timeout,2024-03-08 23:54:14,2024-03-08 23:54:31
billing,request,request,2024-03-06 11:14:35,2024-03-06 11:14:36
search,request,request,2024-03-07 13:17:21,2024-03-07 13:17:22
cdn,timeout,timeout,2024-03-10 21:32:17,2024-03-10 21:32:37
search,timeout,timeout,2024-03-08 10:34:43,2024-03-08 10:34:52
db-proxy,request,request,2024-03-04 11:13:54,2024-03-04 11:13:54
auth,slow-query,slow-query,2024-03-04 19:49:37,2024-03-04 19:49:43
queue,request,request,2024-03-10 14:25:14,2024-03-10 14:25:15
search,request,request,2024-03-08 01:19:25,2024-03-08 01:19:26
render,slow-query,slow-query,2024-03-07 22:37:44,2024-03-07 22:37:50
auth,request,request,2024-03-09 00:40:32,2024-03-09 00:40:33
auth,request,request,2024-03-07 03:02:49,2024-03-07 03:02:49
queue,slow-query,slow-query,2024-03-10 20:46:39,2024-03-10 20:46:40
db-proxy,timeout,timeout,2024-03-09 23:35:27,2024-03-09 23:35:43
api-gateway,request,request,2024-03-04 08:31:49,2024-03-04 08:31:50
render,request,request,2024-03-09 06:11:19,2024-03-09 06:11:19
render,request,request,2024-03-10 22:13:24,2024-03-10 22:13:25
auth,request,request,2024-03-09 19:42:20,2024-03-09 19:42:21
render,request,request,2024-03-06 22:16:32,2024-03-06 22:16:33
queue,request,request,2024-03-07 00:46:48,2024-03-07 00:46:48
db-proxy,request,request,2024-03-05 22:25:00,2024-03-05 22:25:00
queue,request,request,2024-03-07 16:48:01,2024-03-07 16:48:02
auth,request,request,2024-03-08 18:35:30,2024-03-08 18:35:31
billing,error,error,2024-03-08 19:39:57,
search,timeout,timeout,2024-03-09 11:03:18,2024-03-09 11:03:42
queue,request,request,2024-03-06 00:13:50,2024-03-06 00:13:52
search,slow-query,slow-query,2024-03-08 11:23:31,2024-03-08 11:23:39
api-gateway,slow-query,slow-query,2024-03-09 04:06:52,2024-03-09 04:06:54
search,request,request,2024-03-10 00:50:33,2024-03-10 00:50:33
api-gateway,slow-query,slow-query,2024-03-06 18:50:47,2024-03-06 18:50:54
cdn,request,request,2024-03-09 00:16:17,2024-03-09 00:16:17
queue,request,request,2024-03-05 08:23:57,2024-03-05 08:23:58
cdn,request,request,2024-03-07 10:19:31,2024-03-07 10:19:33
cdn,timeout,timeout,2024-03-06 07:47:53,2024-03-06 07:48:12
search,request,request,2024-03-08 17:44:01,2024-03-08 17:44:02
cdn,timeout,timeout,2024-03-05 17:18:32,2024-03-05 17:18:56
render,slow-query,slow-query,2024-03-06 07:34:43,2024-03-06 07:34:47
auth,retry,retry,2024-03-07 14:56:58,2024-03-07 14:56:59
auth,slow-query,slow-query,2024-03-04 17:40:14,2024-03-04 17:40:21
billing,request,request,2024-03-06 10:32:29,2024-03-06 10:32:30
cdn,request,request,2024-03-09 16:12:32,2024-03-09 16:12:33
auth,request,request,2024-03-10 05:41:16,2024-03-10 05:41:17
auth,request,request,2024-03-04 11:00:47,2024-03-04 11:00:48
api-gateway,request,request,2024-03-08 03:28:57,2024-03-08 03:28:58
cdn,error,error,2024-03-10 18:01:47,
billing,request,request,2024-03-10 21:28:55,2024-03-10 21:28:56
api-gateway,request,request,2024-03-10 02:48:17,2024-03-10 02:48:18
db-proxy,retry,retry,2024-03-10 16:52:59,2024-03-10 16:53:00
queue,slow-query,slow-query,2024-03-07 11:01:16,2024-03-07 11:01:19
queue,retry,retry,2024-03-10 11:19:15,2024-03-10 11:19:15
queue,request,request,2024-03-08 15:15:55,2024-03-08 15:15:56
cdn,request,request,2024-03-09 16:52:53,2024-03-09 16:52:53
billing,request,request,2024-03-05 13:10:08,2024-03-05 13:10:08
cdn,request,request,2024-03-09 00:28:11,2024-03-09 00:28:11
cdn,error,error,2024-03-08 07:09:04,
render,request,request,2024-03-07 05:07:31,2024-03-07 05:07:33
auth,slow-query,slow-query,2024-03-08 12:49:16,2024-03-08 12:49:25
billing,request,request,2024-03-10 01:13:51,2024-03-10 01:13:51
cdn,request,request,2024-03-09 04:04:52,2024-03-09 04:04:53
db-proxy,error,error,2024-03-10 11:36:33,
db-proxy,retry,retry,2024-03-08 04:15:49,2024-03-08 04:15:50
auth,retry,retry,2024-03-09 16:23:34,2024-03-09 16:23:35
db-proxy,error,error,2024-03-06 19:11:49,
billing,request,request,2024-03-07 20:58:56,2024-03-07 20:58:56
queue,retry,retry,2024-03-08 18:41:41,2024-03-08 18:41:43
search,retry,retry,2024-03-10 10:45:49,2024-03-10 10:45:51
billing,request,request,2024-03-05 05:37:22,2024-03-05 05:37:23
queue,slow-query,slow-query,2024-03-09 10:26:03,2024-03-09 10:26:06
db-proxy,request,request,2024-03-05 13:09:00,2024-03-05 13:09:01
db-proxy,request,request,2024-03-06 03:26:46,2024-03-06 03:26:46
auth,request,request,2024-03-05 20:00:02,2024-03-05 20:00:02
db-proxy,slow-query,slow-query,2024-03-09 14:54:08,2024-03-09 14:54:12
queue,request,request,2024-03-06 21:13:13,2024-03-06 21:13:13
billing,request,request,2024-03-04 09:18:12,2024-03-04 09:18:14
auth,request,request,2024-03-10 20:15:39,2024-03-10 20:15:40
db-proxy,request,request,2024-03-05 20:59:16,2024-03-05 20:59:18
db-proxy,request,request,2024-03-04 00:29:10,2024-03-04 00:29:10
auth,request,request,2024-03-04 11:12:42,2024-03-04 11:12:43
api-gateway,timeout,timeout,2024-03-09 11:25:06,2024-03-09 11:25:24
api-gateway,error,error,2024-03-09 03:34:01,
billing,request,request,2024-03-05 05:42:41,2024-03-05 05:42:41
render,timeout,timeout,2024-03-07 08:58:13,2024-03-07 08:58:28
auth,request,request,2024-03-10 20:24:18,2024-03-10 20:24:18
api-gateway,timeout,timeout,2024-03-09 00:07:57,2024-03-09 00:08:14
search,request,request,2024-03-07 09:50:51,2024-03-07 09:50:51
cdn,request,request,2024-03-08 03:08:36,2024-03-08 03:08:36
auth,error,error,2024-03-09 07:26:24,
billing,slow-query,slow-query,2024-03-07 22:04:39,2024-03-07 22:04:41
db-proxy,slow-query,slow-query,2024-03-10 15:57:40,2024-03-10 15:57:43
search,error,error,2024-03-05 22:40:35,
render,request,request,2024-03-09 19:08:24,2024-03-09 19:08:24
cdn,request,request,2024-03-07 23:24:35,2024-03-07 23:24:36
db-proxy,request,request,2024-03-06 15:02:27,2024-03-06 15:02:28
api-gateway,request,request,2024-03-10 00:00:19,2024-03-10 00:00:20
db-proxy,timeout,timeout,2024-03-04 14:13:55,2024-03-04 14:14:20
render,request,request,2024-03-05 16:52:04,2024-03-05 16:52:05
api-gateway,request,request,2024-03-06 21:11:33,2024-03-06 21:11:34
cdn,timeout,timeout,2024-03-10 05:48:28,2024-03-10 05:48:49
api-gateway,request,request,2024-03-08 08:06:10,2024-03-08 08:06:10
search,request,request,2024-03-05 08:56:58,2024-03-05 08:56:59
api-gateway,retry,retry,2024-03-10 20:13:47,2024-03-10 20:13:47
queue,request,request,2024-03-06 22:56:54,2024-03-06 22:56:54
render,slow-query,slow-query,2024-03-09 06:07:57,2024-03-09 06:08:04
db-proxy,request,request,2024-03-09 16:20:19,2024-03-09 16:20:19
queue,slow-query,slow-query,2024-03-07 05:35:32,2024-03-07 05:35:36
auth,request,request,2024-03-09 18:33:39,2024-03-09 18:33:41
api-gateway,request,request,2024-03-07 13:59:08,2024-03-07 13:59:08
db-proxy,request,request,2024-03-10 06:27:30,2024-03-10 06:27:31
cdn,error,error,2024-03-05 02:22:01,
api-gateway,request,request,2024-03-06 02:22:35,2024-03-06 02:22:36
queue,request,request,2024-03-08 13:39:26,2024-03-08 13:39:27
auth,request,request,2024-03-05 16:50:56,2024-03-05 16:50:57
billing,request,request,2024-03-09 22:24:50,2024-03-09 22:24:51
cdn,request,request,2024-03-04 07:06:28,2024-03-04 07:06:29
search,request,request,2024-03-06 09:32:12,2024-03-06 09:32:13
queue,timeout,timeout,2024-03-06 08:50:46,2024-03-06 08:51:07
search,slow-query,slow-query,2024-03-09 15:49:11,2024-03-09 15:49:19
queue,timeout,timeout,2024-03-05 09:40:44,2024-03-05 09:41:04
auth,retry,retry,2024-03-08 20:38:59,2024-03-08 20:39:01
queue,request,request,2024-03-06 03:08:43,2024-03-06 03:08:44
render,request,request,2024-03-08 09:17:30,2024-03-08 09:17:30
db-proxy,request,request,2024-03-10 20:56:52,2024-03-10 20:56:53
search,request,request,2024-03-09 21:32:46,2024-03-09 21:32:47
cdn,request,request,2024-03-04 14:31:22,2024-03-04 14:31:22
db-proxy,request,request,2024-03-08 01:39:13,2024-03-08 01:39:14
render,request,request,2024-03-07 13:28:53,2024-03-07 13:28:54
db-proxy,retry,retry,2024-03-06 15:20:01,2024-03-06 15:20:02
render,slow-query,slow-query,2024-03-07 13:16:33,2024-03-07 13:16:37
render,request,request,2024-03-06 14:50:56,2024-03-06 14:50:57
billing,timeout,timeout,2024-03-04 03:54:43,2024-03-04 03:54:57
queue,request,request,2024-03-06 23:36:49,2024-03-06 23:36:50
render,timeout,timeout,2024-03-08 20:10:29,2024-03-08 20:10:45
db-proxy,retry,retry,2024-03-09 22:30:24,2024-03-09 22:30:26
api-gateway,error,error,2024-03-07 07:12:28,
billing,slow-query,slow-query,2024-03-07 16:52:42,2024-03-07 16:52:48
search,retry,retry,2024-03-05 16:06:58,2024-03-05 16:07:00
queue,request,request,2024-03-07 22:38:17,2024-03-07 22:38:18
api-gateway,request,request,2024-03-07 23:29:02,2024-03-07 23:29:03
auth,request,request,2024-03-10 06:54:49,2024-03-10 06:54:50
db-proxy,request,request,2024-03-08 07:25:48,2024-03-08 07:25:49
billing,request,request,2024-03-09 14:04:13,2024-03-09 14:04:13
auth,timeout,timeout,2024-03-04 18:43:39,2024-03-04 18:44:03
auth,request,request,2024-03-09 01:09:34,2024-03-09 01:09:35
db-proxy,request,request,2024-03-07 21:26:49,2024-03-07 21:26:50
search,request,request,2024-03-08 15:48:21,2024-03-08 15:48:22
auth,request,request,2024-03-09 20:21:12,2024-03-09 20:21:14
render,request,request,2024-03-08 11:05:27,2024-03-08 11:05:29
render,request,request,2024-03-06 12:33:52,2024-03-06 12:33:53
auth,slow-query,slow-query,2024-03-09 07:30:52,2024-03-09 07:30:55
api-gateway,request,request,2024-03-07 03:56:32,2024-03-07 03:56:33
api-gateway,request,request,2024-03-10 22:31:29,2024-03-10 22:31:30
cdn,request,request,2024-03-10 07:56:58,2024-03-10 07:57:00
search,request,request,2024-03-04 11:15:47,2024-03-04 11:15:48
search,error,error,2024-03-07 19:13:59,
auth,request,request,2024-03-10 03:08:51,2024-03-10 03:08:52
billing,request,request,2024-03-08 16:26:12,2024-03-08 16:26:12
queue,error,error,2024-03-05 00:53:46,
auth,error,error,2024-03-09 08:15:51,
search,error,error,2024-03-09 10:59:21,
cdn,request,request,2024-03-06 18:38:09,2024-03-06 18:38:10
render,error,error,2024-03-10 13:23:20,
api-gateway,request,request,2024-03-09 23:34:26,2024-03-09 23:34:26
api-gateway,retry,retry,2024-03-10 02:49:02,2024-03-10 02:49:03
cdn,slow-query,slow-query,2024-03-07 13:24:12,2024-03-07 13:24:18
cdn,request,request,2024-03-09 19:32:11,2024-03-09 19:32:13
cdn,request,request,2024-03-06 15:17:34,2024-03-06 15:17:34
queue,timeout,timeout,2024-03-09 01:28:23,2024-03-09 01:28:53
render,request,request,2024-03-05 14:37:48,2024-03-05 14:37:49
search,request,request,2024-03-10 12:15:37,2024-03-10 12:15:38
billing,request,request,2024-03-04 02:51:14,2024-03-04 02:51:15
queue,request,request,2024-03-09 01:59:58,2024-03-09 01:59:58
db-proxy,timeout,timeout,2024-03-07 08:33:12,2024-03-07 08:33:40
billing,request,request,2024-03-07 18:08:34,2024-03-07 18:08:35
auth,request,request,2024-03-09 01:18:30,2024-03-09 01:18:31
render,request,request,2024-03-04 07:57:38,2024-03-04 07:57:38
auth,error,error,2024-03-08 07:21:48,
render,error,error,2024-03-06 21:02:53,
api-gateway,request,request,2024-03-04 01:37:32,2024-03-04 01:37:33
billing,error,error,2024-03-04 00:01:06,
queue,timeout,timeout,2024-03-05 00:39:47,2024-03-05 00:40:12
cdn,slow-query,slow-query,2024-03-04 06:13:27,2024-03-04 06:13:31
billing,request,request,2024-03-05 11:25:58,2024-03-05 11:25:59
cdn,error,error,2024-03-06 02:35:19,
queue,request,request,2024-03-06 07:15:36,2024-03-06 07:15:36
render,request,request,2024-03-05 01:05:41,2024-03-05 01:05:42
cdn,request,request,2024-03-04 11:25:40,2024-03-04 11:25:40
billing,request,request,2024-03-06 12:01:29,2024-03-06 12:01:30
search,request,request,2024-03-07 10:46:11,2024-03-07 10:46:11
cdn,request,request,2024-03-09 21:27:47,2024-03-09 21:27:48
auth,request,request,2024-03-08 01:33:31,2024-03-08 01:33:32
db-proxy,slow-query,slow-query,2024-03-06 20:26:52,2024-03-06 20:26:54
auth,retry,retry,2024-03-10 11:05:40,2024-03-10 11:05:41
search,request,request,2024-03-07 06:55:17,2024-03-07 06:55:18
queue,request,request,2024-03-10 01:53:24,2024-03-10 01:53:25
render,request,request,2024-03-08 11:25:00,2024-03-08 11:25:02
db-proxy,request,request,2024-03-07 00:11:46,2024-03-07 00:11:46
billing,slow-query,slow-query,2024-03-06 11:12:38,2024-03-06 11:12:46
db-proxy,request,request,2024-03-07 06:38:18,2024-03-07 06:38:18
render,request,request,2024-03-05 22:22:24,2024-03-05 22:22:24
api-gateway,request,request,2024-03-10 20:13:10,2024-03-10 20:13:11
auth,slow-query,slow-query,2024-03-10 14:08:33,2024-03-10 14:08:38
queue,error,error,2024-03-08 01:55:35,
render,request,request,2024-03-06 06:52:25,2024-03-06 06:52:26
render,timeout,timeout,2024-03-09 13:11:08,2024-03-09 13:11:27
api-gateway,request,request,2024-03-04 19:58:08,2024-03-04 19:58:09
billing,request,request,2024-03-04 15:25:39,2024-03-04 15:25:39
search,request,request,2024-03-10 21:17:34,2024-03-10 21:17:35
db-proxy,request,request,2024-03-10 14:52:53,2024-03-10 14:52:53
queue,request,request,2024-03-04 08:37:08,2024-03-04 08:37:08
render,request,request,2024-03-10 19:33:38,2024-03-10 19:33:38
queue,request,request,2024-03-09 12:57:13,2024-03-09 12:57:13
db-proxy,error,error,2024-03-10 04:35:27,
queue,request,request,2024-03-05 20:06:26,2024-03-05 20:06:27
billing,request,request,2024-03-10 07:28:19,2024-03-10 07:28:19
api-gateway,request,request,2024-03-05 22:39:01,2024-03-05 22:39:02
auth,request,request,2024-03-05 16:29:26,2024-03-05 16:29:27
billing,retry,retry,2024-03-09 14:41:59,2024-03-09 14:42:00
billing,slow-query,slow-query,2024-03-08 18:12:50,2024-03-08 18:12:54
cdn,request,request,2024-03-05 11:39:16,2024-03-05 11:39:17
api-gateway,retry,retry,2024-03-04 07:44:56,2024-03-04 07:44:56
search,slow-query,slow-query,2024-03-04 02:35:30,2024-03-04 02:35:35
billing,request,request,2024-03-04 03:52:09,2024-03-04 03:52:10
render,request,request,2024-03-04 05:01:11,2024-03-04 05:01:12
api-gateway,slow-query,slow-query,2024-03-04 04:17:15,2024-03-04 04:17:24
auth,timeout,timeout,2024-03-09 01:32:51,2024-03-09 01:33:15
search,retry,retry,2024-03-08 20:04:04,2024-03-08 20:04:04
render,request,request,2024-03-06 02:18:23,2024-03-06 02:18:24
api-gateway,request,request,2024-03-04 03:57:26,2024-03-04 03:57:27
queue,request,request,2024-03-05 00:20:43,2024-03-05 00:20:43
billing,error,error,2024-03-07 21:34:55,
billing,error,error,2024-03-05 06:32:36,
search,request,request,2024-03-10 14:57:49,2024-03-10 14:57:49
db-proxy,request,request,2024-03-10 09:13:23,2024-03-10 09:13:24
search,retry,retry,2024-03-10 10:10:22,2024-03-10 10:10:22
db-proxy,timeout,timeout,2024-03-06 02:59:02,2024-03-06 02:59:12
auth,request,request,2024-03-06 16:53:35,2024-03-06 16:53:36
db-proxy,slow-query,slow-query,2024-03-09 10:04:44,2024-03-09 10:04:47
search,error,error,2024-03-06 02:13:18,
db-proxy,request,request,2024-03-04 00:09:49,2024-03-04 00:09:50
queue,retry,retry,2024-03-10 19:47:20,2024-03-10 19:47:21
render,request,request,2024-03-05 00:33:29,2024-03-05 00:33:30
billing,timeout,timeout,2024-03-08 02:45:26,2024-03-08 02:45:52
db-proxy,request,request,2024-03-08 22:06:20,2024-03-08 22:06:20
queue,request,request,2024-03-04 20:37:28,2024-03-04 20:37:28
render,slow-query,slow-query,2024-03-05 19:15:08,2024-03-05 19:15:16
auth,request,request,2024-03-06 22:49:34,2024-03-06 22:49:35
queue,request,request,2024-03-10 05:25:18,2024-03-10 05:25:19
queue,retry,retry,2024-03-09 23:30:25,2024-03-09 23:30:25
api-gateway,request,request,2024-03-06 22:03:26,2024-03-06 22:03:27
queue,request,request,2024-03-04 18:15:17,2024-03-04 18:15:17
search,request,request,2024-03-07 02:09:30,2024-03-07 02:09:31
auth,request,request,2024-03-10 04:49:54,2024-03-10 04:49:55
queue,slow-query,slow-query,2024-03-06 06:06:21,2024-03-06 06:06:29
auth,retry,retry,2024-03-10 14:43:12,2024-03-10 14:43:13
cdn,request,request,2024-03-10 04:12:44,2024-03-10 04:12:45
billing,request,request,2024-03-05 14:14:58,2024-03-05 14:15:00
render,request,request,2024-03-10 06:24:38,2024-03-10 06:24:38
api-gateway,request,request,2024-03-09 17:36:44,2024-03-09 17:36:45
billing,slow-query,slow-query,2024-03-09 15:18:58,2024-03-09 15:19:02
billing,request,request,2024-03-05 00:12:13,2024-03-05 00:12:13
search,request,request,2024-03-07 06:18:54,2024-03-07 06:18:54
api-gateway,request,request,2024-03-05 05:41:46,2024-03-05 05:41:47
db-proxy,request,request,2024-03-05 06:01:38,2024-03-05 06:01:38
queue,request,request,2024-03-07 15:25:25,2024-03-07 15:25:25
queue,request,request,2024-03-08 05:00:00,2024-03-08 05:00:01
api-gateway,request,request,2024-03-10 10:39:44,2024-03-10 10:39:45
db-proxy,request,request,2024-03-04 07:04:14,2024-03-04 07:04:14
render,request,request,2024-03-09 15:42:34,2024-03-09 15:42:34
auth,retry,retry,2024-03-08 01:12:16,2024-03-08 01:12:17
queue,request,request,2024-03-07 12:19:48,2024-03-07 12:19:48
search,error,error,2024-03-04 03:57:52,
render,retry,retry,2024-03-07 01:07:51,2024-03-07 01:07:52
billing,request,request,2024-03-04 03:43:27,2024-03-04 03:43:28
render,request,request,2024-03-10 14:59:59,2024-03-10 15:00:00
api-gateway,request,request,2024-03-05 09:30:05,2024-03-05 09:30:06
cdn,timeout,timeout,2024-03-04 02:41:22,2024-03-04 02:41:46
db-proxy,request,request,2024-03-10 08:14:14,2024-03-10 08:14:14
search,request,request,2024-03-04 08:17:11,2024-03-04 08:17:12
db-proxy,request,request,2024-03-09 23:43:47,2024-03-09 23:43:48
auth,request,request,2024-03-04 00:40:49,2024-03-04 00:40:49
search,request,request,2024-03-06 00:30:12,2024-03-06 00:30:13
cdn,slow-query,slow-query,2024-03-04 05:14:41,2024-03-04 05:14:44
api-gateway,slow-query,slow-query,2024-03-09 10:01:33,2024-03-09 10:01:34
auth,request,request,2024-03-07 10:59:03,2024-03-07 10:59:04
search,retry,retry,2024-03-10 04:36:03,2024-03-10 04:36:05
billing,request,request,2024-03-07 21:01:17,2024-03-07 21:01:18
auth,request,request,2024-03-10 12:22:07,2024-03-10 12:22:07
render,request,request,2024-03-09 05:00:07,2024-03-09 05:00:08
db-proxy,error,error,2024-03-09 20:56:33,
auth,request,request,2024-03-06 02:13:20,2024-03-06 02:13:21
search,retry,retry,2024-03-06 01:18:51,2024-03-06 01:18:53
db-proxy,timeout,timeout,2024-03-05 03:04:12,2024-03-05 03:04:39
auth,request,request,2024-03-09 09:40:57,2024-03-09 09:40:58
api-gateway,slow-query,slow-query,2024-03-10 17:22:30,2024-03-10 17:22:34
api-gateway,request,request,2024-03-07 10:01:02,2024-03-07 10:01:02
api-gateway,request,request,2024-03-08 19:23:05,2024-03-08 19:23:06
auth,request,request,2024-03-09 17:47:48,2024-03-09 17:47:48
queue,request,request,2024-03-06 13:44:47,2024-03-06 13:44:47
render,request,request,2024-03-05 20:33:48,2024-03-05 20:33:49
cdn,timeout,timeout,2024-03-08 01:20:01,2024-03-08 01:20:16
render,retry,retry,2024-03-09 14:22:40,2024-03-09 14:22:42
render,timeout,timeout,2024-03-04 02:19:34,2024-03-04 02:19:46
render,error,error,2024-03-10 11:48:52,
cdn,request,request,2024-03-09 16:30:53,2024-03-09 16:30:54
billing,request,request,2024-03-10 06:05:40,2024-03-10 06:05:41
api-gateway,request,request,2024-03-10 09:19:32,2024-03-10 09:19:33
queue,request,request,2024-03-05 05:03:45,2024-03-05 05:03:45
billing,request,request,2024-03-09 00:53:56,2024-03-09 00:53:57
db-proxy,request,request,2024-03-09 10:53:23,2024-03-09 10:53:24
render,request,request,2024-03-09 14:33:04,2024-03-09 14:33:05
render,error,error,2024-03-09 23:45:02,
queue,error,error,2024-03-08 16:35:07,
search,request,request,2024-03-05 10:36:19,2024-03-05 10:36:20
render,error,error,2024-03-09 16:54:45,
queue,timeout,timeout,2024-03-04 10:31:29,2024-03-04 10:31:46
api-gateway,request,request,2024-03-04 19:37:02,2024-03-04 19:37:03
api-gateway,request,request,2024-03-05 13:05:37,2024-03-05 13:05:38
db-proxy,request,request,2024-03-07 10:38:54,2024-03-07 10:38:54
db-proxy,request,request,2024-03-04 11:40:29,2024-03-04 11:40:31
db-proxy,request,request,2024-03-05 07:32:55,2024-03-05 07:32:56
api-gateway,retry,retry,2024-03-08 08:15:10,2024-03-08 08:15:11
cdn,request,request,2024-03-06 03:25:08,2024-03-06 03:25:09
api-gateway,request,request,2024-03-10 20:27:13,2024-03-10 20:27:13
cdn,request,request,2024-03-08 10:07:23,2024-03-08 10:07:23
db-proxy,request,request,2024-03-08 16:02:34,2024-03-08 16:02:34
search,request,request,2024-03-07 07:24:28,2024-03-07 07:24:28
search,request,request,2024-03-09 13:29:40,2024-03-09 13:29:41
billing,request,request,2024-03-07 18:09:24,2024-03-07 18:09:24
db-proxy,request,request,2024-03-10 09:41:20,2024-03-10 09:41:20
auth,request,request,2024-03-06 05:59:04,2024-03-06 05:59:05
search,retry,retry,2024-03-09 06:40:36,2024-03-09 06:40:38
render,slow-query,slow-query,2024-03-07 14:26:17,2024-03-07 14:26:20
search,timeout,timeout,2024-03-08 17:05:42,2024-03-08 17:06:00
queue,slow-query,slow-query,2024-03-04 03:24:27,2024-03-04 03:24:31
auth,slow-query,slow-query,2024-03-07 02:39:02,2024-03-07 02:39:08
render,error,error,2024-03-10 00:59:50,
auth,request,request,2024-03-09 15:04:38,2024-03-09 15:04:38
search,request,request,2024-03-08 22:40:49,2024-03-08 22:40:51
auth,timeout,timeout,2024-03-08 05:02:41,2024-03-08 05:02:55
cdn,slow-query,slow-query,2024-03-07 13:29:22,2024-03-07 13:29:27
cdn,request,request,2024-03-05 22:21:19,2024-03-05 22:21:20
cdn,timeout,timeout,2024-03-05 07:16:26,2024-03-05 07:16:36
api-gateway,error,error,2024-03-10 01:29:13,
auth,request,request,2024-03-05 08:02:00,2024-03-05 08:02:01
api-gateway,request,request,2024-03-06 15:41:41,2024-03-06 15:41:42
cdn,slow-query,slow-query,2024-03-06 11:36:00,2024-03-06 11:36:02
search,request,request,2024-03-08 15:07:52,2024-03-08 15:07:52
api-gateway,slow-query,slow-query,2024-03-09 08:48:18,2024-03-09 08:48:25
api-gateway,slow-query,slow-query,2024-03-08 21:49:11,2024-03-08 21:49:18
cdn,request,request,2024-03-07 11:57:35,2024-03-07 11:57:36
billing,request,request,2024-03-08 07:14:13,2024-03-08 07:14:13
render,request,request,2024-03-04 00:42:30,2024-03-04 00:42:31
api-gateway,request,request,2024-03-07 11:25:28,2024-03-07 11:25:29
cdn,request,request,2024-03-04 16:38:43,2024-03-04 16:38:45
api-gateway,slow-query,slow-query,2024-03-09 19:25:51,2024-03-09 19:25:59
api-gateway,request,request,2024-03-05 04:53:19,2024-03-05 04:53:20
db-proxy,request,request,2024-03-08 23:47:26,2024-03-08 23:47:27
auth,request,request,2024-03-08 20:44:42,2024-03-08 20:44:43
search,error,error,2024-03-08 05:33:44,
search,slow-query,slow-query,2024-03-05 08:14:56,2024-03-05 08:15:01
render,request,request,2024-03-09 02:42:08,2024-03-09 02:42:08
api-gateway,request,request,2024-03-05 12:38:51,2024-03-05 12:38:51
search,slow-query,slow-query,2024-03-10 09:24:55,2024-03-10 09:24:59
render,request,request,2024-03-06 22:47:47,2024-03-06 22:47:47
db-proxy,request,request,2024-03-04 14:31:58,2024-03-04 14:31:58
db-proxy,error,error,2024-03-06 11:39:58,
render,request,request,2024-03-07 11:24:01,2024-03-07 11:24:01
api-gateway,request,request,2024-03-10 21:30:36,2024-03-10 21:30:37
auth,slow-query,slow-query,2024-03-10 20:16:29,2024-03-10 20:16:34
billing,error,error,2024-03-10 18:46:56,
cdn,timeout,timeout,2024-03-07 09:00:08,2024-03-07 09:00:35
cdn,timeout,timeout,2024-03-04 07:49:07,2024-03-04 07:49:33
queue,request,request,2024-03-04 03:54:21,2024-03-04 03:54:22
auth,timeout,timeout,2024-03-09 05:43:37,2024-03-09 05:44:04
cdn,request,request,2024-03-10 09:38:47,2024-03-10 09:38:47
queue,slow-query,slow-query,2024-03-08 09:31:55,2024-03-08 09:32:01
